month,sku_id,opening_stock,production_added,units_sold,closing_stock,inventory_value
2024-01,1851,0.0,0.0,140.0,0.0,0.0
2022-04,1852,0.0,0.0,89.0,0.0,0.0
2022-09,1852,0.0,70.0,0.0,0.0,0.0
2022-10,1852,0.0,0.0,113.0,0.0,0.0
2022-11,1852,0.0,70.0,0.0,0.0,0.0
2023-02,1852,0.0,70.0,0.0,8.0,2032.0
2023-04,1852,8.0,70.0,0.0,78.0,19812.0
2023-07,1852,78.0,0.0,26.0,52.0,13208.0
2023-11,1852,52.0,0.0,160.0,0.0,0.0
2023-12,1852,0.0,70.0,0.0,0.0,0.0
2024-01,1852,0.0,0.0,98.0,0.0,0.0
2022-04,1853,0.0,0.0,108.0,0.0,0.0
2022-09,1853,0.0,70.0,0.0,0.0,0.0
2022-10,1853,0.0,0.0,136.0,0.0,0.0
2022-11,1853,0.0,70.0,0.0,0.0,0.0
2023-02,1853,0.0,70.0,0.0,0.0,0.0
2023-04,1853,0.0,70.0,0.0,36.0,9144.0
2023-07,1853,36.0,0.0,20.0,16.0,4064.0
2023-11,1853,16.0,0.0,142.0,0.0,0.0
2023-12,1853,0.0,70.0,0.0,0.0,0.0
2024-01,1853,0.0,0.0,89.0,0.0,0.0
2022-04,1854,0.0,0.0,142.0,0.0,0.0
2022-09,1854,0.0,70.0,0.0,0.0,0.0
2022-10,1854,0.0,0.0,84.0,0.0,0.0
2022-11,1854,0.0,70.0,0.0,0.0,0.0
2023-02,1854,0.0,70.0,0.0,0.0,0.0
2023-04,1854,0.0,70.0,0.0,54.0,13716.0
2023-07,1854,54.0,0.0,34.0,20.0,5080.0
2023-11,1854,20.0,0.0,155.0,0.0,0.0
2023-12,1854,0.0,70.0,0.0,0.0,0.0
2024-01,1854,0.0,0.0,127.0,0.0,0.0
2022-04,1855,0.0,0.0,99.0,0.0,0.0
2022-09,1855,0.0,70.0,0.0,0.0,0.0
2022-10,1855,0.0,0.0,122.0,0.0,0.0
2022-11,1855,0.0,70.0,0.0,0.0,0.0
2023-02,1855,0.0,70.0,0.0,0.0,0.0
2023-04,1855,0.0,70.0,0.0,59.0,14986.0
2023-07,1855,59.0,0.0,58.0,1.0,254.0
2023-11,1855,1.0,0.0,112.0,0.0,0.0
2023-12,1855,0.0,70.0,0.0,0.0,0.0
2024-01,1855,0.0,0.0,91.0,0.0,0.0
2022-04,1856,0.0,0.0,102.0,0.0,0.0
2022-09,1856,0.0,70.0,0.0,0.0,0.0
2022-10,1856,0.0,0.0,112.0,0.0,0.0
2022-11,1856,0.0,70.0,0.0,0.0,0.0
2023-02,1856,0.0,70.0,0.0,0.0,0.0
2023-04,1856,0.0,70.0,0.0,66.0,16764.0
2023-07,1856,66.0,0.0,500.0,0.0,0.0
2023-11,1856,0.0,0.0,153.0,0.0,0.0
2023-12,1856,0.0,70.0,0.0,0.0,0.0
2024-01,1856,0.0,0.0,148.0,0.0,0.0
2022-04,1857,0.0,0.0,155.0,0.0,0.0
2022-09,1857,0.0,70.0,0.0,0.0,0.0
2022-10,1857,0.0,0.0,113.0,0.0,0.0
2022-11,1857,0.0,70.0,0.0,0.0,0.0
2023-02,1857,0.0,70.0,0.0,0.0,0.0
2023-04,1857,0.0,70.0,0.0,12.0,3048.0
2023-07,1857,12.0,0.0,25.0,0.0,0.0
2023-11,1857,0.0,0.0,92.0,0.0,0.0
2023-12,1857,0.0,70.0,0.0,0.0,0.0
2024-01,1857,0.0,0.0,113.0,0.0,0.0
2022-04,1858,0.0,0.0,151.0,0.0,0.0
2022-09,1858,0.0,70.0,0.0,0.0,0.0
2022-10,1858,0.0,0.0,143.0,0.0,0.0
2022-11,1858,0.0,70.0,0.0,0.0,0.0
2023-02,1858,0.0,70.0,0.0,0.0,0.0
2023-04,1858,0.0,70.0,0.0,0.0,0.0
2023-07,1858,0.0,0.0,24.0,0.0,0.0
2023-11,1858,0.0,0.0,136.0,0.0,0.0
2023-12,1858,0.0,70.0,0.0,0.0,0.0
2024-01,1858,0.0,0.0,139.0,0.0,0.0
2022-02,1859,0.0,140.0,0.0,140.0,33460.0
2022-05,1859,140.0,0.0,111.0,29.0,6931.0
2022-08,1859,29.0,210.0,0.0,239.0,57121.0
2022-10,1859,239.0,0.0,87.0,152.0,36328.0
2022-12,1859,152.0,70.0,0.0,222.0,53058.0
2023-02,1859,222.0,0.0,85.0,137.0,32743.0
2023-08,1859,137.0,70.0,0.0,207.0,49473.0
2023-09,1859,207.0,70.0,0.0,277.0,66203.0
2024-10,1859,277.0,70.0,0.0,347.0,82933.0
2024-12,1859,347.0,70.0,49.0,368.0,87952.0
2022-02,1860,0.0,140.0,0.0,140.0,33460.0
2022-05,1860,140.0,0.0,96.0,44.0,10516.0
2022-08,1860,44.0,210.0,0.0,254.0,60706.0
2022-10,1860,254.0,0.0,87.0,167.0,39913.0
2022-12,1860,167.0,70.0,0.0,237.0,56643.0
2023-02,1860,237.0,0.0,151.0,86.0,20554.0
2023-08,1860,86.0,70.0,0.0,156.0,37284.0
2023-09,1860,156.0,70.0,0.0,226.0,54014.0
2024-10,1860,226.0,70.0,0.0,296.0,70744.0
2024-12,1860,296.0,70.0,59.0,307.0,73373.0
2022-02,1861,0.0,140.0,0.0,140.0,33460.0
2022-05,1861,140.0,0.0,155.0,0.0,0.0
2022-08,1861,0.0,210.0,0.0,195.0,46605.0
2022-10,1861,195.0,0.0,155.0,40.0,9560.0
2022-12,1861,40.0,70.0,0.0,110.0,26290.0
2023-02,1861,110.0,0.0,160.0,0.0,0.0
2023-08,1861,0.0,70.0,0.0,20.0,4780.0
2023-09,1861,20.0,70.0,0.0,90.0,21510.0
2024-10,1861,90.0,70.0,0.0,160.0,38240.0
2024-12,1861,160.0,70.0,34.0,196.0,46844.0
2022-02,1862,0.0,140.0,0.0,140.0,33460.0
2022-05,1862,140.0,0.0,85.0,55.0,13145.0
2022-08,1862,55.0,210.0,0.0,265.0,63335.0
2022-10,1862,265.0,0.0,99.0,166.0,39674.0
2022-12,1862,166.0,70.0,0.0,236.0,56404.0
2023-02,1862,236.0,0.0,149.0,87.0,20793.0
2023-08,1862,87.0,70.0,0.0,157.0,37523.0
2023-09,1862,157.0,70.0,0.0,227.0,54253.0
2024-10,1862,227.0,70.0,0.0,297.0,70983.0
2024-12,1862,297.0,70.0,50.0,317.0,75763.0
2022-02,1863,0.0,140.0,0.0,140.0,33460.0
2022-05,1863,140.0,0.0,145.0,0.0,0.0
2022-08,1863,0.0,210.0,0.0,205.0,48995.0
2022-10,1863,205.0,0.0,121.0,84.0,20076.0
2022-12,1863,84.0,70.0,0.0,154.0,36806.0
2023-02,1863,154.0,0.0,154.0,0.0,0.0
2023-08,1863,0.0,70.0,0.0,70.0,16730.0
2023-09,1863,70.0,70.0,0.0,140.0,33460.0
2024-10,1863,140.0,70.0,0.0,210.0,50190.0
2024-12,1863,210.0,70.0,500.0,0.0,0.0
2022-02,1864,0.0,140.0,0.0,140.0,33460.0
2022-05,1864,140.0,0.0,120.0,20.0,4780.0
2022-08,1864,20.0,210.0,0.0,230.0,54970.0
2022-10,1864,230.0,0.0,132.0,98.0,23422.0
2022-12,1864,98.0,70.0,0.0,168.0,40152.0
2023-02,1864,168.0,0.0,122.0,46.0,10994.0
2023-08,1864,46.0,70.0,0.0,116.0,27724.0
2023-09,1864,116.0,70.0,0.0,186.0,44454.0
2024-10,1864,186.0,70.0,0.0,256.0,61184.0
2024-12,1864,256.0,70.0,45.0,281.0,67159.0
2022-02,1865,0.0,140.0,0.0,140.0,33460.0
2022-05,1865,140.0,0.0,82.0,58.0,13862.0
2022-08,1865,58.0,210.0,0.0,268.0,64052.0
2022-10,1865,268.0,0.0,145.0,123.0,29397.0
2022-12,1865,123.0,70.0,0.0,193.0,46127.0
2023-02,1865,193.0,0.0,150.0,43.0,10277.0
2023-08,1865,43.0,70.0,0.0,113.0,27007.0
2023-09,1865,113.0,70.0,0.0,183.0,43737.0
2024-10,1865,183.0,70.0,0.0,253.0,60467.0
2024-12,1865,253.0,70.0,30.0,293.0,70027.0
2022-02,1866,0.0,140.0,0.0,140.0,33460.0
2022-05,1866,140.0,0.0,122.0,18.0,4302.0
2022-08,1866,18.0,210.0,0.0,228.0,54492.0
2022-10,1866,228.0,0.0,105.0,123.0,29397.0
2022-12,1866,123.0,70.0,0.0,193.0,46127.0
2023-02,1866,193.0,0.0,129.0,64.0,15296.0
2023-08,1866,64.0,70.0,0.0,134.0,32026.0
2023-09,1866,134.0,70.0,0.0,204.0,48756.0
2024-10,1866,204.0,70.0,0.0,274.0,65486.0
2024-12,1866,274.0,70.0,31.0,313.0,74807.0
2022-02,1867,0.0,140.0,0.0,140.0,33460.0
2022-05,1867,140.0,0.0,87.0,53.0,12667.0
2022-08,1867,53.0,210.0,0.0,263.0,62857.0
2022-10,1867,263.0,0.0,122.0,141.0,33699.0
2022-12,1867,141.0,70.0,0.0,211.0,50429.0
2023-02,1867,211.0,0.0,158.0,53.0,12667.0
2023-08,1867,53.0,70.0,0.0,123.0,29397.0
2023-09,1867,123.0,70.0,0.0,193.0,46127.0
2024-10,1867,193.0,70.0,0.0,263.0,62857.0
2024-12,1867,263.0,70.0,38.0,295.0,70505.0
2022-02,1868,0.0,140.0,0.0,140.0,33460.0
2022-05,1868,140.0,0.0,114.0,26.0,6214.0
2022-08,1868,26.0,210.0,0.0,236.0,56404.0
2022-10,1868,236.0,0.0,156.0,80.0,19120.0
2022-12,1868,80.0,70.0,0.0,150.0,35850.0
2023-02,1868,150.0,0.0,137.0,13.0,3107.0
2023-08,1868,13.0,70.0,0.0,83.0,19837.0
2023-09,1868,83.0,70.0,0.0,153.0,36567.0
2024-10,1868,153.0,70.0,0.0,223.0,53297.0
2024-12,1868,223.0,70.0,27.0,266.0,63574.0
2022-01,1869,0.0,0.0,93.0,0.0,0.0
2022-03,1869,0.0,133.0,0.0,40.0,11520.0
2022-10,1869,40.0,133.0,0.0,173.0,49824.0
2022-12,1869,173.0,133.0,0.0,306.0,88128.0
2023-03,1869,306.0,133.0,0.0,439.0,126432.0
2023-08,1869,439.0,133.0,0.0,572.0,164736.0
2023-10,1869,572.0,266.0,0.0,838.0,241344.0
2024-01,1869,838.0,0.0,142.0,696.0,200448.0
2024-03,1869,696.0,0.0,98.0,598.0,172224.0
2024-11,1869,598.0,133.0,0.0,731.0,210528.0
2022-01,1870,0.0,0.0,121.0,0.0,0.0
2022-03,1870,0.0,133.0,0.0,12.0,3456.0
2022-10,1870,12.0,133.0,0.0,145.0,41760.0
2022-12,1870,145.0,133.0,0.0,278.0,80064.0
2023-03,1870,278.0,133.0,0.0,411.0,118368.0
2023-08,1870,411.0,133.0,0.0,544.0,156672.0
2023-10,1870,544.0,266.0,0.0,810.0,233280.0
2024-01,1870,810.0,0.0,118.0,692.0,199296.0
2024-03,1870,692.0,0.0,104.0,588.0,169344.0
2024-11,1870,588.0,133.0,0.0,721.0,207648.0
2022-01,1871,0.0,0.0,125.0,0.0,0.0
2022-03,1871,0.0,134.0,0.0,9.0,2592.0
2022-10,1871,9.0,134.0,0.0,143.0,41184.0
2022-12,1871,143.0,134.0,0.0,277.0,79776.0
2023-03,1871,277.0,134.0,0.0,411.0,118368.0
2023-08,1871,411.0,134.0,0.0,545.0,156960.0
2023-10,1871,545.0,268.0,0.0,813.0,234144.0
2024-01,1871,813.0,0.0,121.0,692.0,199296.0
2024-03,1871,692.0,0.0,98.0,594.0,171072.0
2024-11,1871,594.0,134.0,0.0,728.0,209664.0
2022-01,1872,0.0,0.0,110.0,0.0,0.0
2022-03,1872,0.0,70.0,0.0,0.0,0.0
2023-08,1872,0.0,70.0,0.0,30.0,7260.0
2023-10,1872,30.0,70.0,0.0,100.0,24200.0
2024-03,1872,100.0,70.0,0.0,170.0,41140.0
2024-10,1872,170.0,70.0,0.0,240.0,58080.0
2022-01,1873,0.0,0.0,87.0,0.0,0.0
2022-03,1873,0.0,70.0,0.0,0.0,0.0
2023-08,1873,0.0,70.0,0.0,53.0,12826.0
2023-10,1873,53.0,70.0,0.0,123.0,29766.0
2024-03,1873,123.0,70.0,0.0,193.0,46706.0
2024-10,1873,193.0,70.0,0.0,263.0,63646.0
2022-01,1874,0.0,0.0,153.0,0.0,0.0
2022-03,1874,0.0,70.0,0.0,0.0,0.0
2023-08,1874,0.0,70.0,0.0,0.0,0.0
2023-10,1874,0.0,70.0,0.0,57.0,13794.0
2024-03,1874,57.0,70.0,0.0,127.0,30734.0
2024-10,1874,127.0,70.0,0.0,197.0,47674.0
2022-01,1875,0.0,0.0,138.0,0.0,0.0
2022-03,1875,0.0,70.0,0.0,0.0,0.0
2023-08,1875,0.0,70.0,0.0,2.0,484.0
2023-10,1875,2.0,70.0,0.0,72.0,17424.0
2024-03,1875,72.0,70.0,0.0,142.0,34364.0
2024-10,1875,142.0,70.0,0.0,212.0,51304.0
2022-01,1876,0.0,0.0,126.0,0.0,0.0
2022-03,1876,0.0,70.0,0.0,0.0,0.0
2023-08,1876,0.0,70.0,0.0,14.0,3388.0
2023-10,1876,14.0,70.0,0.0,84.0,20328.0
2024-03,1876,84.0,70.0,0.0,154.0,37268.0
2024-10,1876,154.0,70.0,0.0,224.0,54208.0
2022-01,1877,0.0,0.0,118.0,0.0,0.0
2022-03,1877,0.0,70.0,0.0,0.0,0.0
2023-08,1877,0.0,70.0,0.0,22.0,5324.0
2023-10,1877,22.0,70.0,0.0,92.0,22264.0
2024-03,1877,92.0,70.0,0.0,162.0,39204.0
2024-10,1877,162.0,70.0,0.0,232.0,56144.0
2022-01,1878,0.0,0.0,102.0,0.0,0.0
2022-03,1878,0.0,70.0,0.0,0.0,0.0
2023-08,1878,0.0,70.0,0.0,38.0,9196.0
2023-10,1878,38.0,70.0,0.0,108.0,26136.0
2024-03,1878,108.0,70.0,0.0,178.0,43076.0
2024-10,1878,178.0,70.0,0.0,248.0,60016.0
2022-01,1879,0.0,0.0,118.0,0.0,0.0
2022-03,1879,0.0,70.0,0.0,0.0,0.0
2023-08,1879,0.0,70.0,0.0,22.0,5324.0
2023-10,1879,22.0,70.0,0.0,92.0,22264.0
2024-03,1879,92.0,70.0,0.0,162.0,39204.0
2024-10,1879,162.0,70.0,0.0,232.0,56144.0
2022-01,1880,0.0,0.0,142.0,0.0,0.0
2022-03,1880,0.0,70.0,0.0,0.0,0.0
2023-08,1880,0.0,70.0,0.0,0.0,0.0
2023-10,1880,0.0,70.0,0.0,68.0,16456.0
2024-03,1880,68.0,70.0,0.0,138.0,33396.0
2024-10,1880,138.0,70.0,0.0,208.0,50336.0
2022-01,1881,0.0,0.0,107.0,0.0,0.0
2022-03,1881,0.0,70.0,0.0,0.0,0.0
2023-08,1881,0.0,70.0,0.0,33.0,7986.0
2023-10,1881,33.0,70.0,0.0,103.0,24926.0
2024-03,1881,103.0,70.0,0.0,173.0,41866.0
2024-10,1881,173.0,70.0,0.0,243.0,58806.0
2022-03,1882,0.0,0.0,46.0,0.0,0.0
2022-05,1882,0.0,133.0,0.0,87.0,23142.0
2023-02,1882,87.0,0.0,91.0,0.0,0.0
2023-07,1882,0.0,133.0,0.0,129.0,34314.0
2023-12,1882,129.0,133.0,0.0,262.0,69692.0
2024-02,1882,262.0,133.0,0.0,395.0,105070.0
2024-03,1882,395.0,133.0,0.0,528.0,140448.0
2024-07,1882,528.0,133.0,0.0,661.0,175826.0
2024-09,1882,661.0,133.0,0.0,794.0,211204.0
2024-11,1882,794.0,0.0,101.0,693.0,184338.0
2022-03,1883,0.0,0.0,26.0,0.0,0.0
2022-05,1883,0.0,133.0,0.0,107.0,28462.0
2023-02,1883,107.0,0.0,83.0,24.0,6384.0
2023-07,1883,24.0,133.0,0.0,157.0,41762.0
2023-12,1883,157.0,133.0,0.0,290.0,77140.0
2024-02,1883,290.0,133.0,0.0,423.0,112518.0
2024-03,1883,423.0,133.0,0.0,556.0,147896.0
2024-07,1883,556.0,133.0,0.0,689.0,183274.0
2024-09,1883,689.0,133.0,0.0,822.0,218652.0
2024-11,1883,822.0,0.0,152.0,670.0,178220.0
2022-03,1884,0.0,0.0,500.0,0.0,0.0
2022-05,1884,0.0,134.0,0.0,0.0,0.0
2023-02,1884,0.0,0.0,134.0,0.0,0.0
2023-07,1884,0.0,134.0,0.0,0.0,0.0
2023-12,1884,0.0,134.0,0.0,0.0,0.0
2024-02,1884,0.0,134.0,0.0,0.0,0.0
2024-03,1884,0.0,134.0,0.0,36.0,9576.0
2024-07,1884,36.0,134.0,0.0,170.0,45220.0
2024-09,1884,170.0,134.0,0.0,304.0,80864.0
2024-11,1884,304.0,0.0,91.0,213.0,56658.0
2022-02,1885,0.0,0.0,116.0,0.0,0.0
2022-03,1885,0.0,0.0,117.0,0.0,0.0
2022-07,1885,0.0,0.0,113.0,0.0,0.0
2023-01,1885,0.0,0.0,82.0,0.0,0.0
2023-08,1885,0.0,0.0,140.0,0.0,0.0
2023-10,1885,0.0,0.0,26.0,0.0,0.0
2023-11,1885,0.0,0.0,129.0,0.0,0.0
2024-03,1885,0.0,70.0,0.0,0.0,0.0
2024-05,1885,0.0,70.0,0.0,0.0,0.0
2024-10,1885,0.0,70.0,0.0,0.0,0.0
2024-11,1885,0.0,70.0,126.0,0.0,0.0
2022-02,1886,0.0,0.0,124.0,0.0,0.0
2022-03,1886,0.0,0.0,91.0,0.0,0.0
2022-07,1886,0.0,0.0,116.0,0.0,0.0
2023-01,1886,0.0,0.0,107.0,0.0,0.0
2023-08,1886,0.0,0.0,84.0,0.0,0.0
2023-10,1886,0.0,0.0,27.0,0.0,0.0
2023-11,1886,0.0,0.0,108.0,0.0,0.0
2024-03,1886,0.0,70.0,0.0,0.0,0.0
2024-05,1886,0.0,70.0,0.0,0.0,0.0
2024-10,1886,0.0,70.0,0.0,0.0,0.0
2024-11,1886,0.0,70.0,88.0,0.0,0.0
2022-02,1887,0.0,0.0,96.0,0.0,0.0
2022-03,1887,0.0,0.0,144.0,0.0,0.0
2022-07,1887,0.0,0.0,124.0,0.0,0.0
2023-01,1887,0.0,0.0,129.0,0.0,0.0
2023-08,1887,0.0,0.0,88.0,0.0,0.0
2023-10,1887,0.0,0.0,52.0,0.0,0.0
2023-11,1887,0.0,0.0,83.0,0.0,0.0
2024-03,1887,0.0,70.0,0.0,0.0,0.0
2024-05,1887,0.0,70.0,0.0,0.0,0.0
2024-10,1887,0.0,70.0,0.0,0.0,0.0
2024-11,1887,0.0,70.0,140.0,0.0,0.0
2022-02,1888,0.0,0.0,133.0,0.0,0.0
2022-03,1888,0.0,0.0,137.0,0.0,0.0
2022-07,1888,0.0,0.0,144.0,0.0,0.0
2023-01,1888,0.0,0.0,132.0,0.0,0.0
2023-08,1888,0.0,0.0,118.0,0.0,0.0
2023-10,1888,0.0,0.0,57.0,0.0,0.0
2023-11,1888,0.0,0.0,142.0,0.0,0.0
2024-03,1888,0.0,70.0,0.0,0.0,0.0
2024-05,1888,0.0,70.0,0.0,0.0,0.0
2024-10,1888,0.0,70.0,0.0,0.0,0.0
2024-11,1888,0.0,70.0,116.0,0.0,0.0
2022-02,1889,0.0,0.0,107.0,0.0,0.0
2022-03,1889,0.0,0.0,159.0,0.0,0.0
2022-07,1889,0.0,0.0,98.0,0.0,0.0
2023-01,1889,0.0,0.0,148.0,0.0,0.0
2023-08,1889,0.0,0.0,128.0,0.0,0.0
2023-10,1889,0.0,0.0,500.0,0.0,0.0
2023-11,1889,0.0,0.0,105.0,0.0,0.0
2024-03,1889,0.0,70.0,0.0,0.0,0.0
2024-05,1889,0.0,70.0,0.0,0.0,0.0
2024-10,1889,0.0,70.0,0.0,0.0,0.0
2024-11,1889,0.0,70.0,159.0,0.0,0.0
2022-02,1890,0.0,0.0,118.0,0.0,0.0
2022-03,1890,0.0,0.0,110.0,0.0,0.0
2022-07,1890,0.0,0.0,156.0,0.0,0.0
2023-01,1890,0.0,0.0,124.0,0.0,0.0
2023-08,1890,0.0,0.0,94.0,0.0,0.0
2023-10,1890,0.0,0.0,38.0,0.0,0.0
2023-11,1890,0.0,0.0,139.0,0.0,0.0
2024-03,1890,0.0,70.0,0.0,0.0,0.0
2024-05,1890,0.0,70.0,0.0,0.0,0.0
2024-10,1890,0.0,70.0,0.0,0.0,0.0
2024-11,1890,0.0,70.0,93.0,0.0,0.0
2022-02,1891,0.0,0.0,144.0,0.0,0.0
2022-03,1891,0.0,0.0,154.0,0.0,0.0
2022-07,1891,0.0,0.0,133.0,0.0,0.0
2023-01,1891,0.0,0.0,140.0,0.0,0.0
2023-08,1891,0.0,0.0,145.0,0.0,0.0
2023-10,1891,0.0,0.0,44.0,0.0,0.0
2023-11,1891,0.0,0.0,100.0,0.0,0.0
2024-03,1891,0.0,70.0,0.0,0.0,0.0
2024-05,1891,0.0,70.0,0.0,0.0,0.0
2024-10,1891,0.0,70.0,0.0,0.0,0.0
2024-11,1891,0.0,70.0,114.0,0.0,0.0
2022-02,1892,0.0,0.0,146.0,0.0,0.0
2022-03,1892,0.0,0.0,137.0,0.0,0.0
2022-07,1892,0.0,0.0,156.0,0.0,0.0
2023-01,1892,0.0,0.0,119.0,0.0,0.0
2023-08,1892,0.0,0.0,140.0,0.0,0.0
2023-10,1892,0.0,0.0,30.0,0.0,0.0
2023-11,1892,0.0,0.0,99.0,0.0,0.0
2024-03,1892,0.0,70.0,0.0,0.0,0.0
2024-05,1892,0.0,70.0,0.0,0.0,0.0
2024-10,1892,0.0,70.0,0.0,0.0,0.0
2024-11,1892,0.0,70.0,127.0,0.0,0.0
2022-02,1893,0.0,0.0,148.0,0.0,0.0
2022-03,1893,0.0,0.0,148.0,0.0,0.0
2022-07,1893,0.0,0.0,116.0,0.0,0.0
2023-01,1893,0.0,0.0,110.0,0.0,0.0
2023-08,1893,0.0,0.0,87.0,0.0,0.0
2023-10,1893,0.0,0.0,35.0,0.0,0.0
2023-11,1893,0.0,0.0,120.0,0.0,0.0
2024-03,1893,0.0,70.0,0.0,0.0,0.0
2024-05,1893,0.0,70.0,0.0,0.0,0.0
2024-10,1893,0.0,70.0,0.0,0.0,0.0
2024-11,1893,0.0,70.0,126.0,0.0,0.0
2022-02,1894,0.0,0.0,98.0,0.0,0.0
2022-03,1894,0.0,0.0,158.0,0.0,0.0
2022-07,1894,0.0,0.0,127.0,0.0,0.0
2023-01,1894,0.0,0.0,154.0,0.0,0.0
2023-08,1894,0.0,0.0,160.0,0.0,0.0
2023-10,1894,0.0,0.0,26.0,0.0,0.0
2023-11,1894,0.0,0.0,141.0,0.0,0.0
2024-03,1894,0.0,70.0,0.0,0.0,0.0
2024-05,1894,0.0,70.0,0.0,0.0,0.0
2024-10,1894,0.0,70.0,0.0,0.0,0.0
2024-11,1894,0.0,70.0,153.0,0.0,0.0
2022-11,1895,0.0,70.0,0.0,70.0,13860.0
2023-03,1895,70.0,0.0,52.0,18.0,3564.0
2023-09,1895,18.0,70.0,202.0,0.0,0.0
2023-10,1895,0.0,70.0,0.0,0.0,0.0
2023-11,1895,0.0,70.0,0.0,26.0,5148.0
2024-02,1895,26.0,70.0,0.0,96.0,19008.0
2024-03,1895,96.0,70.0,0.0,166.0,32868.0
2024-08,1895,166.0,0.0,24.0,142.0,28116.0
2024-09,1895,142.0,0.0,136.0,6.0,1188.0
2024-11,1895,6.0,70.0,0.0,76.0,15048.0
2022-11,1896,0.0,70.0,0.0,70.0,13860.0
2023-03,1896,70.0,0.0,500.0,0.0,0.0
2023-09,1896,0.0,70.0,196.0,0.0,0.0
2023-10,1896,0.0,70.0,0.0,0.0,0.0
2023-11,1896,0.0,70.0,0.0,0.0,0.0
2024-02,1896,0.0,70.0,0.0,0.0,0.0
2024-03,1896,0.0,70.0,0.0,0.0,0.0
2024-08,1896,0.0,0.0,47.0,0.0,0.0
2024-09,1896,0.0,0.0,96.0,0.0,0.0
2024-11,1896,0.0,70.0,0.0,0.0,0.0
2022-11,1897,0.0,70.0,0.0,70.0,13860.0
2023-03,1897,70.0,0.0,49.0,21.0,4158.0
2023-09,1897,21.0,70.0,243.0,0.0,0.0
2023-10,1897,0.0,70.0,0.0,0.0,0.0
2023-11,1897,0.0,70.0,0.0,0.0,0.0
2024-02,1897,0.0,70.0,0.0,58.0,11484.0
2024-03,1897,58.0,70.0,0.0,128.0,25344.0
2024-08,1897,128.0,0.0,22.0,106.0,20988.0
2024-09,1897,106.0,0.0,91.0,15.0,2970.0
2024-11,1897,15.0,70.0,0.0,85.0,16830.0
2022-11,1898,0.0,70.0,0.0,70.0,13860.0
2023-03,1898,70.0,0.0,27.0,43.0,8514.0
2023-09,1898,43.0,70.0,271.0,0.0,0.0
2023-10,1898,0.0,70.0,0.0,0.0,0.0
2023-11,1898,0.0,70.0,0.0,0.0,0.0
2024-02,1898,0.0,70.0,0.0,52.0,10296.0
2024-03,1898,52.0,70.0,0.0,122.0,24156.0
2024-08,1898,122.0,0.0,500.0,0.0,0.0
2024-09,1898,0.0,0.0,88.0,0.0,0.0
2024-11,1898,0.0,70.0,0.0,0.0,0.0
2022-11,1899,0.0,70.0,0.0,70.0,13860.0
2023-03,1899,70.0,0.0,58.0,12.0,2376.0
2023-09,1899,12.0,70.0,270.0,0.0,0.0
2023-10,1899,0.0,70.0,0.0,0.0,0.0
2023-11,1899,0.0,70.0,0.0,0.0,0.0
2024-02,1899,0.0,70.0,0.0,22.0,4356.0
2024-03,1899,22.0,70.0,0.0,92.0,18216.0
2024-08,1899,92.0,0.0,30.0,62.0,12276.0
2024-09,1899,62.0,0.0,108.0,0.0,0.0
2024-11,1899,0.0,70.0,0.0,24.0,4752.0
2022-11,1900,0.0,70.0,0.0,70.0,13860.0
2023-03,1900,70.0,0.0,31.0,39.0,7722.0
2023-09,1900,39.0,70.0,232.0,0.0,0.0
2023-10,1900,0.0,70.0,0.0,0.0,0.0
2023-11,1900,0.0,70.0,0.0,17.0,3366.0
2024-02,1900,17.0,70.0,0.0,87.0,17226.0
2024-03,1900,87.0,70.0,0.0,157.0,31086.0
2024-08,1900,157.0,0.0,60.0,97.0,19206.0
2024-09,1900,97.0,0.0,150.0,0.0,0.0
2024-11,1900,0.0,70.0,0.0,17.0,3366.0
2022-11,1901,0.0,70.0,0.0,70.0,13860.0
2023-03,1901,70.0,0.0,58.0,12.0,2376.0
2023-09,1901,12.0,70.0,298.0,0.0,0.0
2023-10,1901,0.0,70.0,0.0,0.0,0.0
2023-11,1901,0.0,70.0,0.0,0.0,0.0
2024-02,1901,0.0,70.0,0.0,0.0,0.0
2024-03,1901,0.0,70.0,0.0,64.0,12672.0
2024-08,1901,64.0,0.0,23.0,41.0,8118.0
2024-09,1901,41.0,0.0,118.0,0.0,0.0
2024-11,1901,0.0,70.0,0.0,0.0,0.0
2022-11,1902,0.0,70.0,0.0,70.0,13860.0
2023-03,1902,70.0,0.0,20.0,50.0,9900.0
2023-09,1902,50.0,70.0,314.0,0.0,0.0
2023-10,1902,0.0,70.0,0.0,0.0,0.0
2023-11,1902,0.0,70.0,0.0,0.0,0.0
2024-02,1902,0.0,70.0,0.0,16.0,3168.0
2024-03,1902,16.0,70.0,0.0,86.0,17028.0
2024-08,1902,86.0,0.0,24.0,62.0,12276.0
2024-09,1902,62.0,0.0,142.0,0.0,0.0
2024-11,1902,0.0,70.0,0.0,0.0,0.0
2022-11,1903,0.0,70.0,0.0,70.0,13860.0
2023-03,1903,70.0,0.0,52.0,18.0,3564.0
2023-09,1903,18.0,70.0,191.0,0.0,0.0
2023-10,1903,0.0,70.0,0.0,0.0,0.0
2023-11,1903,0.0,70.0,0.0,37.0,7326.0
2024-02,1903,37.0,70.0,0.0,107.0,21186.0
2024-03,1903,107.0,70.0,0.0,177.0,35046.0
2024-08,1903,177.0,0.0,30.0,147.0,29106.0
2024-09,1903,147.0,0.0,87.0,60.0,11880.0
